Player,Nationality,Position,Age,Matches_Played,Minutes_Played,Minutes_Per_Match,Minutes_Percentage,Ninety_Minutes_Played,Games_Started,Minutes_Per_Start,Complete_Matches,Substitute_Appearances,Minutes_Per_Sub,Unused_Sub_Appearances,Points_Per_Match,Goals_Scored_On_Pitch,Goals_Allowed_On_Pitch,Plus_Minus,Plus_Minus_Per_90,On_Off_Per_90,Matches,Season,Team,MP
José Carlos González,es ESP,MF,18.0,1.0,11,11.0,0.3,0.1,0,,0,1,11.0,0,0.0,0.0,1.0,-1.0,-8.18,-7.65,Matches,2024-2025,UD Las Palmas,1
Valentín Pezzolesi,es ESP,DF,17.0,1.0,6,6.0,0.2,0.1,0,,0,1,6.0,4,0.0,0.0,1.0,-1.0,-15.0,-14.47,Matches,2024-2025,UD Las Palmas,1
Aboubacar Bassinga,ci CIV,MF,19.0,1.0,4,4.0,0.1,0.0,0,,0,1,4.0,4,1.0,0.0,0.0,0.0,0.0,0.55,Matches,2024-2025,UD Las Palmas,1
Iván Gil,es ESP,MF,24.0,0.0,,,,,0,,0,0,,12,,,,,,,Matches,2024-2025,UD Las Palmas,0
Álvaro Killane,es ESP,GK,19.0,0.0,,,,,0,,0,0,,13,,,,,,,Matches,2024-2025,UD Las Palmas,0
Israel Mora,,,,0.0,,,,,0,,0,0,,10,,,,,,,Matches,2024-2025,UD Las Palmas,0
Víctor Puig,es ESP,GK,24.0,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,UD Las Palmas,0
Elías Romero,es ESP,FW,20.0,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,UD Las Palmas,0
Sergio Ruiz,es ESP,FW,18.0,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,UD Las Palmas,0
Sergi,es ESP,DF,32,36.0,"2,957",82.0,86.5,32.9,33,87.0,27,3,29.0,1,1.03,34.0,48.0,-14.0,-0.43,0.16,Matches,2024-2025,CD Leganes,36
Marko Dmitrović,rs SRB,GK,32,32.0,"2,880",90.0,84.2,32.0,32,90.0,32,0,,6,1.09,36.0,49.0,-13.0,-0.41,0.26,Matches,2024-2025,CD Leganes,32
Seydouba Cissé,gn GUI,MF,23,34.0,"2,435",72.0,71.2,27.1,31,76.0,11,3,30.0,2,1.12,28.0,37.0,-9.0,-0.33,0.4,Matches,2024-2025,CD Leganes,34
Valentin Rosier,fr FRA,DF,27,32.0,"2,595",81.0,75.9,28.8,28,89.0,27,4,26.0,2,0.75,23.0,45.0,-22.0,-0.76,-1.31,Matches,2024-2025,CD Leganes,32
Renato Tapia,pe PER,"MF,DF",29,34.0,"2,424",71.0,70.9,26.9,28,81.0,16,6,26.0,0,1.03,32.0,47.0,-15.0,-0.56,-0.38,Matches,2024-2025,CD Leganes,34
Javi Hernández,es ESP,DF,26,31.0,"2,389",77.0,69.9,26.5,27,86.0,21,4,17.0,5,1.03,25.0,38.0,-13.0,-0.49,-0.14,Matches,2024-2025,CD Leganes,31
Yvan Neyou,cm CMR,MF,27,30.0,"2,312",77.0,67.6,25.7,27,83.0,15,3,26.0,1,0.9,24.0,36.0,-12.0,-0.47,-0.06,Matches,2024-2025,CD Leganes,30
Juan Cruz,es ESP,"MF,DF",24,34.0,"2,257",66.0,66.0,25.1,26,78.0,10,8,28.0,4,0.97,27.0,36.0,-9.0,-0.36,0.26,Matches,2024-2025,CD Leganes,34
Matija Nastasić,rs SRB,DF,31,26.0,"2,110",81.0,61.7,23.4,24,85.0,20,2,39.0,4,0.96,25.0,41.0,-16.0,-0.68,-0.61,Matches,2024-2025,CD Leganes,26
Dani Raba,es ESP,"MF,FW",28,29.0,"1,879",65.0,54.9,20.9,24,74.0,6,5,20.0,5,1.14,25.0,27.0,-2.0,-0.1,0.78,Matches,2024-2025,CD Leganes,29
Jorge Sáenz,es ESP,DF,27,23.0,"1,690",73.0,49.4,18.8,19,83.0,14,4,30.0,12,1.22,14.0,19.0,-5.0,-0.27,0.36,Matches,2024-2025,CD Leganes,23
Adrià Altimira,es ESP,"DF,MF",23,22.0,"1,630",74.0,47.7,18.1,19,79.0,11,3,43.0,14,1.18,18.0,26.0,-8.0,-0.44,0.01,Matches,2024-2025,CD Leganes,22
Miguel,es ESP,FW,24,34.0,"1,724",51.0,50.4,19.2,17,80.0,5,17,21.0,3,1.12,18.0,25.0,-7.0,-0.37,0.17,Matches,2024-2025,CD Leganes,34
Darko Brašanac,rs SRB,MF,32,30.0,"1,617",54.0,47.3,18.0,15,80.0,5,15,28.0,5,1.17,18.0,29.0,-11.0,-0.61,-0.31,Matches,2024-2025,CD Leganes,30
Diego,es ESP,"FW,MF",24,28.0,"1,195",43.0,34.9,13.3,13,77.0,3,15,13.0,6,1.14,15.0,23.0,-8.0,-0.6,-0.24,Matches,2024-2025,CD Leganes,28
Óscar Rodríguez Arnaiz,es ESP,MF,26,29.0,"1,330",46.0,38.9,14.8,12,75.0,5,17,25.0,5,0.97,15.0,21.0,-6.0,-0.41,0.07,Matches,2024-2025,CD Leganes,29
Munir El Haddadi,ma MAR,"MF,FW",28,25.0,862,34.0,25.2,9.6,10,62.0,1,15,16.0,7,1.0,16.0,9.0,7.0,0.73,1.58,Matches,2024-2025,CD Leganes,25
Enric Franquesa,es ESP,"MF,DF",27,12.0,616,51.0,18.0,6.8,7,76.0,4,5,17.0,1,1.08,9.0,10.0,-1.0,-0.15,0.37,Matches,2024-2025,CD Leganes,12
Yan Diomandé,ci CIV,MF,17,10.0,545,55.0,15.9,6.1,6,73.0,3,4,28.0,0,1.3,8.0,7.0,1.0,0.17,0.73,Matches,2024-2025,CD Leganes,10
Juan Soriano,es ESP,GK,26,6.0,540,90.0,15.8,6.0,6,90.0,6,0,,30,0.86,4.0,8.0,-4.0,-0.67,-0.26,Matches,2024-2025,CD Leganes,6
Sébastien Haller,ci CIV,FW,30,8.0,404,51.0,11.8,4.5,5,71.0,1,3,16.0,4,0.75,2.0,9.0,-7.0,-1.56,-1.26,Matches,2024-2025,CD Leganes,8
Roberto López,es ESP,MF,24,13.0,396,30.0,11.6,4.4,3,86.0,2,10,14.0,25,1.0,2.0,8.0,-6.0,-1.36,-1.04,Matches,2024-2025,CD Leganes,13
Julián Chicco,ar ARG,"MF,DF",26,14.0,302,22.0,8.8,3.4,2,80.0,1,12,12.0,23,1.14,4.0,8.0,-4.0,-1.19,-0.82,Matches,2024-2025,CD Leganes,14
Aritz Arambarri,es ESP,DF,26,2.0,177,89.0,5.2,2.0,2,89.0,1,0,,1,2.0,3.0,2.0,1.0,0.51,1.01,Matches,2024-2025,CD Leganes,2
Duk,cv CPV,MF,24,10.0,179,18.0,5.2,2.0,1,65.0,0,9,13.0,6,1.2,3.0,2.0,1.0,0.5,1.0,Matches,2024-2025,CD Leganes,10
Borna Barišić,hr CRO,DF,31,1.0,9,9.0,0.3,0.1,1,9.0,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.45,Matches,2024-2025,CD Leganes,1
Álvaro Abajas,es ESP,GK,21,0.0,,,,,0,,0,0,,33,,,,,,,Matches,2024-2025,CD Leganes,0
Lalo Aguilar,es ESP,DF,22,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CD Leganes,0
Iker Bachiller,es ESP,DF,21,0.0,,,,,0,,0,0,,13,,,,,,,Matches,2024-2025,CD Leganes,0
Naim García,es ESP,MF,22,0.0,,,,,0,,0,0,,7,,,,,,,Matches,2024-2025,CD Leganes,0
Álex Gil,es ESP,MF,21,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CD Leganes,0
Carlos Guirao,es ESP,MF,21,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CD Leganes,0
Jackson Porozo,ec ECU,DF,23,0.0,,,,,0,,0,0,,18,,,,,,,Matches,2024-2025,CD Leganes,0
Guillermo Ruiz,es ESP,GK,20,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CD Leganes,0
Hugo Solozabal,es ESP,MF,21,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,CD Leganes,0
João Urbáez,do DOM,DF,22,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CD Leganes,0
Antonio Raillo,es ESP,DF,32,36.0,"3,207",89.0,93.8,35.6,36,89.0,34,0,,0,1.25,31.0,38.0,-7.0,-0.2,0.65,Matches,2024-2025,RCD Mallorca,36
Sergi Darder,es ESP,MF,30,38.0,"2,744",72.0,80.2,30.5,34,78.0,9,4,19.0,0,1.26,26.0,33.0,-7.0,-0.23,0.04,Matches,2024-2025,RCD Mallorca,38
Dominik Greif,sk SVK,GK,27,31.0,"2,790",90.0,81.6,31.0,31,90.0,31,0,,7,1.32,30.0,34.0,-4.0,-0.13,0.59,Matches,2024-2025,RCD Mallorca,31
Martin Valjent,sk SVK,DF,28,31.0,"2,763",89.0,80.8,30.7,31,89.0,29,0,,6,1.32,30.0,38.0,-8.0,-0.26,-0.12,Matches,2024-2025,RCD Mallorca,31
Samu Costa,pt POR,MF,23,32.0,"2,649",83.0,77.5,29.4,31,85.0,23,1,26.0,0,1.19,25.0,37.0,-12.0,-0.41,-0.76,Matches,2024-2025,RCD Mallorca,32
Johan Mojica,co COL,DF,31,36.0,"2,755",77.0,80.6,30.6,30,88.0,26,6,18.0,1,1.31,30.0,38.0,-8.0,-0.26,-0.13,Matches,2024-2025,RCD Mallorca,36
Pablo Maffeo,es ESP,DF,27,30.0,"2,368",79.0,69.2,26.3,28,84.0,19,2,14.0,2,1.27,23.0,28.0,-5.0,-0.19,0.15,Matches,2024-2025,RCD Mallorca,30
Dani Rodríguez,es ESP,"MF,FW",36,37.0,"2,162",58.0,63.2,24.0,26,74.0,1,11,22.0,0,1.3,21.0,31.0,-10.0,-0.42,-0.49,Matches,2024-2025,RCD Mallorca,37
Vedat Muriqi,xk KVX,FW,30,29.0,"2,058",71.0,60.2,22.9,24,80.0,10,5,28.0,0,1.1,20.0,30.0,-10.0,-0.44,-0.5,Matches,2024-2025,RCD Mallorca,29
Omar Mascarell,gq EQG,MF,31,32.0,"1,992",62.0,58.2,22.1,21,83.0,12,11,22.0,5,1.47,22.0,29.0,-7.0,-0.32,-0.19,Matches,2024-2025,RCD Mallorca,32
Cyle Larin,ca CAN,FW,29,32.0,"1,764",55.0,51.6,19.6,21,72.0,2,11,23.0,4,1.19,13.0,20.0,-7.0,-0.36,-0.25,Matches,2024-2025,RCD Mallorca,32
Copete,es ESP,DF,24,25.0,"1,528",61.0,44.7,17.0,16,88.0,15,9,13.0,9,1.2,14.0,21.0,-7.0,-0.41,-0.32,Matches,2024-2025,RCD Mallorca,25
Manu Morlanes,es ESP,MF,25,23.0,"1,338",58.0,39.1,14.9,15,80.0,5,8,17.0,2,1.3,15.0,15.0,0.0,0.0,0.39,Matches,2024-2025,RCD Mallorca,23
Roberto Navarro,es ESP,MF,22,23.0,"1,278",56.0,37.4,14.2,15,71.0,0,8,27.0,2,1.48,13.0,13.0,0.0,0.0,0.38,Matches,2024-2025,RCD Mallorca,23
Takuma Asano,jp JPN,"MF,FW",29,21.0,"1,054",50.0,30.8,11.7,13,67.0,0,8,23.0,2,1.14,14.0,13.0,1.0,0.09,0.47,Matches,2024-2025,RCD Mallorca,21
Antonio Sánchez,es ESP,"MF,DF",27,33.0,"1,395",42.0,40.8,15.5,12,77.0,2,21,23.0,3,1.39,16.0,14.0,2.0,0.13,0.62,Matches,2024-2025,RCD Mallorca,33
Mateu Morey,es ESP,DF,24,16.0,741,46.0,21.7,8.2,8,80.0,3,8,12.0,17,1.18,6.0,14.0,-8.0,-0.97,-0.94,Matches,2024-2025,RCD Mallorca,16
Leo Román,es ESP,GK,24,7.0,630,90.0,18.4,7.0,7,90.0,7,0,,31,1.0,5.0,10.0,-5.0,-0.71,-0.59,Matches,2024-2025,RCD Mallorca,7
Toni Lato,es ESP,DF,26,14.0,621,44.0,18.2,6.9,7,79.0,2,7,10.0,16,1.29,6.0,5.0,1.0,0.14,0.47,Matches,2024-2025,RCD Mallorca,14
Abdón Prats,es ESP,"FW,MF",31,24.0,456,19.0,13.3,5.1,3,72.0,1,21,11.0,8,1.38,7.0,6.0,1.0,0.2,0.5,Matches,2024-2025,RCD Mallorca,24
Marc Domenech,es ESP,"FW,MF",18,10.0,303,30.0,8.9,3.4,3,59.0,0,7,18.0,12,0.6,2.0,2.0,0.0,0.0,0.26,Matches,2024-2025,RCD Mallorca,10
David López,es ESP,DF,21,2.0,169,85.0,4.9,1.9,2,85.0,1,0,,15,0.5,0.0,1.0,-1.0,-0.53,-0.31,Matches,2024-2025,RCD Mallorca,2
Valery Fernández,es ESP,MF,24,18.0,309,17.0,9.0,3.4,1,66.0,0,17,14.0,12,1.56,11.0,5.0,6.0,1.75,2.18,Matches,2024-2025,RCD Mallorca,18
Chiquinho,pt POR,MF,24,8.0,146,18.0,4.3,1.6,1,56.0,0,7,13.0,23,1.13,4.0,2.0,2.0,1.23,1.54,Matches,2024-2025,RCD Mallorca,8
Siebe Van Der Heyden,be BEL,DF,26,2.0,97,49.0,2.8,1.1,1,90.0,1,1,7.0,13,1.5,0.0,2.0,-2.0,-1.86,-1.67,Matches,2024-2025,RCD Mallorca,2
Javier Llabrés,es ESP,MF,21,1.0,57,57.0,1.7,0.6,1,57.0,0,0,,8,0.0,0.0,1.0,-1.0,-1.58,-1.36,Matches,2024-2025,RCD Mallorca,1
Jan Salas,es ESP,MF,18,4.0,43,11.0,1.3,0.5,0,,0,4,11.0,11,0.5,0.0,2.0,-2.0,-4.19,-4.0,Matches,2024-2025,RCD Mallorca,4
Daniel Luna,co COL,MF,21,2.0,20,10.0,0.6,0.2,0,,0,2,10.0,19,0.0,0.0,0.0,0.0,0.0,0.24,Matches,2024-2025,RCD Mallorca,2
Iván Cuéllar,es ESP,GK,40,0.0,,,,,0,,0,0,,28,,,,,,,Matches,2024-2025,RCD Mallorca,0
Pere Joan,es ESP,GK,22,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,RCD Mallorca,0
Sebastian Wade,es ESP,DF,21,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,RCD Mallorca,0
Sergio Herrera,es ESP,GK,31,37.0,"3,330",90.0,97.4,37.0,37,90.0,37,0,,0,1.38,48.0,52.0,-4.0,-0.11,-0.11,Matches,2024-2025,CA Osasuna,37
Jesús Areso,es ESP,DF,25,36.0,"3,079",86.0,90.0,34.2,35,87.0,24,1,28.0,1,1.44,47.0,43.0,4.0,0.12,2.23,Matches,2024-2025,CA Osasuna,36
Catena,es ESP,DF,29,35.0,"3,074",88.0,89.9,34.2,35,88.0,32,0,,1,1.46,44.0,45.0,-1.0,-0.03,0.75,Matches,2024-2025,CA Osasuna,35
Aimar Oroz,es ESP,MF,22,37.0,"2,966",80.0,86.7,33.0,35,83.0,16,2,29.0,0,1.41,47.0,41.0,6.0,0.18,2.16,Matches,2024-2025,CA Osasuna,37
Lucas Torró,es ESP,MF,30,35.0,"2,957",84.0,86.5,32.9,35,84.0,26,0,,1,1.43,41.0,42.0,-1.0,-0.03,0.55,Matches,2024-2025,CA Osasuna,35
Ante Budimir,hr CRO,FW,33,38.0,"2,952",78.0,86.3,32.8,34,84.0,15,4,24.0,0,1.37,44.0,41.0,3.0,0.09,1.44,Matches,2024-2025,CA Osasuna,38
Enzo Boyomo,cm CMR,DF,22,34.0,"2,987",88.0,87.3,33.2,33,89.0,32,1,45.0,0,1.38,45.0,44.0,1.0,0.03,1.07,Matches,2024-2025,CA Osasuna,34
Rubén García,es ESP,"FW,MF",31,36.0,"2,413",67.0,70.6,26.8,30,75.0,4,6,27.0,0,1.28,34.0,32.0,2.0,0.07,0.61,Matches,2024-2025,CA Osasuna,36
Jon Moncayola,es ESP,MF,26,32.0,"2,099",66.0,61.4,23.3,26,74.0,6,6,28.0,1,1.34,32.0,29.0,3.0,0.13,0.61,Matches,2024-2025,CA Osasuna,32
Bryan Zaragoza,es ESP,"MF,FW",22,27.0,"1,836",68.0,53.7,20.4,22,77.0,2,5,28.0,1,1.48,29.0,27.0,2.0,0.1,0.44,Matches,2024-2025,CA Osasuna,27
Abel Bretones,es ESP,"DF,MF",23,35.0,"2,074",59.0,60.6,23.0,20,86.0,13,15,24.0,3,1.46,30.0,35.0,-5.0,-0.22,-0.28,Matches,2024-2025,CA Osasuna,35
Juan Cruz Armada,es ESP,DF,32,25.0,"1,492",60.0,43.6,16.6,19,74.0,6,6,14.0,12,1.56,19.0,20.0,-1.0,-0.06,0.08,Matches,2024-2025,CA Osasuna,25
Jorge Herrando,es ESP,DF,23,18.0,"1,366",76.0,39.9,15.2,15,90.0,15,3,5.0,20,1.22,14.0,23.0,-9.0,-0.59,-0.81,Matches,2024-2025,CA Osasuna,18
Pablo Ibáñez,es ESP,MF,25,28.0,"1,294",46.0,37.8,14.4,13,71.0,4,15,25.0,10,1.54,15.0,23.0,-8.0,-0.56,-0.73,Matches,2024-2025,CA Osasuna,28
Rubén Peña,es ESP,"FW,DF",33,25.0,775,31.0,22.7,8.6,7,67.0,1,18,17.0,11,1.28,9.0,12.0,-3.0,-0.35,-0.31,Matches,2024-2025,CA Osasuna,25
Moi Gómez,es ESP,"MF,FW",30,26.0,796,31.0,23.3,8.8,6,76.0,3,20,17.0,10,1.27,2.0,19.0,-17.0,-1.92,-2.37,Matches,2024-2025,CA Osasuna,26
Raúl,es ESP,FW,23,32.0,750,23.0,21.9,8.3,5,66.0,0,27,16.0,2,1.25,9.0,14.0,-5.0,-0.6,-0.63,Matches,2024-2025,CA Osasuna,32
Iker Muñoz,es ESP,MF,21,23.0,610,27.0,17.8,6.8,4,59.0,1,19,20.0,5,1.43,10.0,12.0,-2.0,-0.3,-0.23,Matches,2024-2025,CA Osasuna,23
Kike Barja,es ESP,"FW,MF",27,15.0,315,21.0,9.2,3.5,3,56.0,0,12,12.0,11,1.47,6.0,3.0,3.0,0.86,1.06,Matches,2024-2025,CA Osasuna,15
José Arnaiz,es ESP,MF,29,15.0,133,9.0,3.9,1.5,1,45.0,0,14,6.0,18,0.6,2.0,3.0,-1.0,-0.68,-0.59,Matches,2024-2025,CA Osasuna,15
Nacho Vidal,es ESP,DF,29,5.0,124,25.0,3.6,1.4,1,90.0,1,4,9.0,14,2.0,1.0,5.0,-4.0,-2.9,-2.9,Matches,2024-2025,CA Osasuna,5
Aitor Fernández,es ESP,GK,33,1.0,90,90.0,2.6,1.0,1,90.0,1,0,,37,1.0,0.0,0.0,0.0,0.0,0.11,Matches,2024-2025,CA Osasuna,1
Unai García,es ESP,DF,32,3.0,65,22.0,1.9,0.7,1,60.0,0,2,3.0,34,1.33,0.0,4.0,-4.0,-5.54,-5.54,Matches,2024-2025,CA Osasuna,3
Iker Benito,es ESP,"FW,MF",21,2.0,37,19.0,1.1,0.4,0,,0,2,19.0,14,1.5,0.0,2.0,-2.0,-4.86,-4.81,Matches,2024-2025,CA Osasuna,2
Javi Martínez,es ESP,MF,24,1.0,6,6.0,0.2,0.1,0,,0,1,6.0,14,0.0,0.0,1.0,-1.0,-15.0,-14.92,Matches,2024-2025,CA Osasuna,1
Iñigo Arguibide,es ESP,FW,19,0.0,,,,,0,,0,0,,2,,,,,,,Matches,2024-2025,CA Osasuna,0
Rafa Fernández,es ESP,GK,20,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CA Osasuna,0
Jon Fuentes,es ESP,MF,21,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CA Osasuna,0
Carlos Lumbreras,es ESP,FW,19,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CA Osasuna,0
Sixtus Ogbuehi,ng NGA,FW,21,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,CA Osasuna,0
Asier Osambela,es ESP,MF,20,0.0,,,,,0,,0,0,,4,,,,,,,Matches,2024-2025,CA Osasuna,0
Ismael Sierra,es ESP,DF,21,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,CA Osasuna,0
Dimitrios Stamatakis,gr GRE,GK,21,0.0,,,,,0,,0,0,,8,,,,,,,Matches,2024-2025,CA Osasuna,0
Pablo Valencia,es ESP,GK,23,0.0,,,,,0,,0,0,,15,,,,,,,Matches,2024-2025,CA Osasuna,0
Florian Lejeune,fr FRA,DF,33,37.0,"3,325",90.0,97.2,36.9,37,90.0,36,0,,0,1.32,39.0,45.0,-6.0,-0.16,-2.06,Matches,2024-2025,Rayo Vallecano,37
Andrei Ratiu,ro ROU,"DF,MF",26,35.0,"3,065",88.0,89.6,34.1,34,89.0,31,1,34.0,1,1.37,37.0,41.0,-4.0,-0.12,-0.12,Matches,2024-2025,Rayo Vallecano,35
Augusto Batalla,ar ARG,GK,28,32.0,"2,880",90.0,84.2,32.0,32,90.0,32,0,,3,1.31,34.0,39.0,-5.0,-0.16,-0.32,Matches,2024-2025,Rayo Vallecano,32
Jorge de Frutos,es ESP,"MF,FW",27,36.0,"2,495",69.0,73.0,27.7,30,76.0,6,6,37.0,0,1.42,35.0,30.0,5.0,0.18,1.06,Matches,2024-2025,Rayo Vallecano,36
Pep Chavarría,es ESP,DF,26,34.0,"2,585",76.0,75.6,28.7,28,87.0,24,6,26.0,2,1.38,31.0,35.0,-4.0,-0.14,-0.14,Matches,2024-2025,Rayo Vallecano,34
Álvaro García,es ESP,"MF,FW",31,36.0,"2,559",71.0,74.8,28.4,28,83.0,14,8,30.0,0,1.33,28.0,33.0,-5.0,-0.18,-0.28,Matches,2024-2025,Rayo Vallecano,36
Isaac Palazón Camacho,es ESP,"MF,FW",29,35.0,"2,162",62.0,63.2,24.0,25,78.0,10,10,21.0,0,1.43,26.0,27.0,-1.0,-0.04,0.17,Matches,2024-2025,Rayo Vallecano,35
Pathé Ciss,sn SEN,"MF,DF",30,33.0,"2,140",65.0,62.6,23.8,25,78.0,10,8,25.0,3,1.33,24.0,32.0,-8.0,-0.34,-0.62,Matches,2024-2025,Rayo Vallecano,33
Abdul Mumin,gh GHA,DF,26,24.0,"2,017",84.0,59.0,22.4,24,84.0,21,0,,0,1.46,24.0,21.0,3.0,0.13,0.58,Matches,2024-2025,Rayo Vallecano,24
Unai López,es ESP,MF,28,32.0,"1,707",53.0,49.9,19.0,23,65.0,2,9,23.0,1,1.56,21.0,22.0,-1.0,-0.05,0.1,Matches,2024-2025,Rayo Vallecano,32
Óscar Valentín,es ESP,MF,29,34.0,"1,835",54.0,53.7,20.4,18,79.0,9,16,26.0,2,1.46,24.0,23.0,1.0,0.05,0.33,Matches,2024-2025,Rayo Vallecano,34
Adri Embarba,es ESP,"MF,FW",32,35.0,"1,607",46.0,47.0,17.9,18,69.0,1,17,22.0,3,1.43,20.0,22.0,-2.0,-0.11,-0.01,Matches,2024-2025,Rayo Vallecano,35
Randy Nteka,ao ANG,FW,26,24.0,"1,129",47.0,33.0,12.5,16,62.0,0,8,17.0,9,1.17,10.0,16.0,-6.0,-0.48,-0.56,Matches,2024-2025,Rayo Vallecano,24
Sergio Camello,es ESP,FW,23,23.0,"1,134",49.0,33.2,12.6,14,64.0,0,9,27.0,2,1.52,14.0,14.0,0.0,0.0,0.16,Matches,2024-2025,Rayo Vallecano,23
Pedro Díaz,es ESP,MF,26,26.0,"1,211",47.0,35.4,13.5,12,73.0,3,14,24.0,12,1.27,15.0,17.0,-2.0,-0.15,-0.07,Matches,2024-2025,Rayo Vallecano,26
Iván Balliu,al ALB,DF,32,25.0,"1,200",48.0,35.1,13.3,12,83.0,9,13,16.0,13,1.72,12.0,12.0,0.0,0.0,0.16,Matches,2024-2025,Rayo Vallecano,25
Aridane Hernández,es ESP,DF,35,14.0,"1,025",73.0,30.0,11.4,11,84.0,9,3,33.0,23,1.21,13.0,17.0,-4.0,-0.35,-0.35,Matches,2024-2025,Rayo Vallecano,14
Alfonso Espino,uy URU,DF,32,16.0,833,52.0,24.4,9.3,9,76.0,3,7,22.0,13,1.25,10.0,15.0,-5.0,-0.54,-0.58,Matches,2024-2025,Rayo Vallecano,16
Gerard Gumbau,es ESP,MF,29,22.0,849,39.0,24.8,9.4,7,65.0,0,15,26.0,15,1.18,8.0,13.0,-5.0,-0.53,-0.57,Matches,2024-2025,Rayo Vallecano,22
Dani Cárdenas,es ESP,GK,27,6.0,540,90.0,15.8,6.0,6,90.0,6,0,,32,1.67,7.0,6.0,1.0,0.17,0.32,Matches,2024-2025,Rayo Vallecano,6
Óscar Trejo,ar ARG,MF,36,19.0,496,26.0,14.5,5.5,6,61.0,0,13,10.0,19,1.11,6.0,5.0,1.0,0.18,0.34,Matches,2024-2025,Rayo Vallecano,19
Sergi Guardiola,es ESP,FW,33,16.0,362,23.0,10.6,4.0,1,54.0,0,15,21.0,18,1.25,6.0,4.0,2.0,0.5,0.67,Matches,2024-2025,Rayo Vallecano,16
James Rodríguez,co COL,MF,33,6.0,140,23.0,4.1,1.6,1,63.0,0,5,15.0,5,1.33,4.0,2.0,2.0,1.29,1.45,Matches,2024-2025,Rayo Vallecano,6
Pelayo Fernandez,es ESP,DF,21,2.0,98,49.0,2.9,1.1,1,90.0,1,1,8.0,23,3.0,2.0,0.0,2.0,1.84,2.0,Matches,2024-2025,Rayo Vallecano,2
Etienne Eto'o,cm CMR,FW,21,2.0,40,20.0,1.2,0.4,0,,0,2,20.0,8,0.5,2.0,1.0,1.0,2.25,2.38,Matches,2024-2025,Rayo Vallecano,2
Raúl de Tomás,es ESP,FW,29,2.0,22,11.0,0.6,0.2,0,,0,2,11.0,18,0.0,0.0,2.0,-2.0,-8.18,-8.13,Matches,2024-2025,Rayo Vallecano,2
Juanpe,es ESP,GK,23,0.0,,,,,0,,0,0,,7,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Marco de las Sías,es ESP,DF,18,0.0,,,,,0,,0,0,,18,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Sergio Lozano,es ESP,DF,18,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Diego Méndez,es ESP,MF,20,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Joni Montiel,es ESP,MF,25,0.0,,,,,0,,0,0,,3,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Morro,es ESP,GK,23,0.0,,,,,0,,0,0,,1,,,,,,,Matches,2024-2025,Rayo Vallecano,0
Federico Valverde,uy URU,"MF,DF",26,,"3,032",84.0,88.7,33.7,34,88.0,28,2,21.0,1,2.25,69.0,31.0,38.0,1.13,0.66,Matches,2024-2025,Real Madrid,36
Kylian Mbappé,fr FRA,FW,25,,"2,907",86.0,85.0,32.3,34,86.0,22,0,,0,2.24,67.0,32.0,35.0,1.08,0.21,Matches,2024-2025,Real Madrid,34
Aurélien Tchouaméni,fr FRA,"DF,MF",24,,"2,689",84.0,78.6,29.9,31,86.0,27,1,10.0,0,2.06,56.0,31.0,25.0,0.84,-1.01,Matches,2024-2025,Real Madrid,32
Thibaut Courtois,be BEL,GK,32,,"2,700",90.0,78.9,30.0,30,90.0,30,0,,2,2.2,62.0,29.0,33.0,1.1,0.23,Matches,2024-2025,Real Madrid,30
Jude Bellingham,eng ENG,MF,21,,"2,488",80.0,72.7,27.6,29,84.0,19,2,28.0,0,2.19,60.0,33.0,27.0,0.98,-0.28,Matches,2024-2025,Real Madrid,31
Antonio Rüdiger,de GER,DF,31,,"2,291",79.0,67.0,25.5,26,87.0,24,3,14.0,1,2.21,54.0,25.0,29.0,1.14,0.26,Matches,2024-2025,Real Madrid,29
Lucas Vázquez,es ESP,DF,33,,"2,189",68.0,64.0,24.3,25,84.0,14,7,11.0,3,2.13,52.0,33.0,19.0,0.78,-0.75,Matches,2024-2025,Real Madrid,32
