Player,Team,Season,Position,Age,Matches_Played,Minutes_Played,Goals,Assists,Overall_Rating
Pau Cubarsí,FC Barcelona,2024-2025,DF,17,35.0,"2,618",0.0,3.0,44.9
Jules Koundé,FC Barcelona,2024-2025,DF,25,32.0,"2,605",2.0,3.0,48.6
Iñigo Martínez,FC Barcelona,2024-2025,DF,33,28.0,"2,490",0.0,4.0,45.3
Alejandro Balde,FC Barcelona,2024-2025,DF,20,32.0,"2,284",0.0,4.0,45.9
Marc Casado,FC Barcelona,2024-2025,MF,20,23.0,"1,611",1.0,3.0,45.9
Iñaki Peña,FC Barcelona,2024-2025,GK,25,16.0,"1,396",0.0,0.0,42.9
Wojciech Szczęsny,FC Barcelona,2024-2025,GK,34,15.0,"1,350",0.0,0.0,43.1
Eric García,FC Barcelona,2024-2025,"DF,MF",23,29.0,"1,566",2.0,3.0,48.6
Gavi,FC Barcelona,2024-2025,MF,19,26.0,"1,085",1.0,1.0,45.1
Dani Olmo,FC Barcelona,2024-2025,MF,26,25.0,"1,212",10.0,3.0,63.3
Fermin López,FC Barcelona,2024-2025,MF,21,28.0,"1,252",6.0,5.0,57.2
Ferrán Torres,FC Barcelona,2024-2025,"FW,MF",24,27.0,"1,106",10.0,6.0,66.4
Gerard Martín,FC Barcelona,2024-2025,DF,22,28.0,"1,038",1.0,3.0,47.0
Ronald Araújo,FC Barcelona,2024-2025,DF,25,12.0,754,1.0,1.0,43.1
Frenkie de Jong,FC Barcelona,2024-2025,MF,27,26.0,"1,143",2.0,2.0,48.0
Marc-André ter Stegen,FC Barcelona,2024-2025,GK,32,8.0,674,0.0,0.0,43.1
Héctor Fort,FC Barcelona,2024-2025,DF,17,17.0,585,0.0,0.0,43.1
Pablo Torre,FC Barcelona,2024-2025,MF,21,10.0,310,3.0,1.0,43.2
Marc Bernal,FC Barcelona,2024-2025,MF,17,3.0,242,0.0,0.0,43.1
Ansu Fati,FC Barcelona,2024-2025,MF,21,6.0,233,0.0,0.0,43.1
Pau Victor,FC Barcelona,2024-2025,FW,22,21.0,319,2.0,1.0,43.1
Andreas Christensen,FC Barcelona,2024-2025,DF,28,5.0,254,0.0,0.0,43.1
Sergi Dominguez,FC Barcelona,2024-2025,DF,19,3.0,172,0.0,0.0,43.1
Daniel Rodriguez,FC Barcelona,2024-2025,MF,18,1.0,37,0.0,0.0,43.1
Ander Astralaga,FC Barcelona,2024-2025,GK,20,0.0,,,,43.1
Álvaro Cortés,FC Barcelona,2024-2025,DF,19,0.0,,,,43.1
Andres Cuenca,FC Barcelona,2024-2025,DF,17,0.0,,,,43.1
Noah Darvich,FC Barcelona,2024-2025,MF,17,0.0,,,,43.1
Landry Farré,FC Barcelona,2024-2025,DF,17,0.0,,,,43.1
Guillermo Fernandez,FC Barcelona,2024-2025,MF,16,0.0,,,,43.1
Toni Fernández,FC Barcelona,2024-2025,MF,16,0.0,,,,43.1
Diego Kochen,FC Barcelona,2024-2025,GK,18,0.0,,,,43.1
Alexis Olmedo,FC Barcelona,2024-2025,DF,18,0.0,,,,43.1
Álex Valle,FC Barcelona,2024-2025,DF,20,0.0,,,,43.1
Áron Yaakobishvili,FC Barcelona,2024-2025,GK,18,0.0,,,,43.1
Vicente Guaita,Celta Vigo,2024-2025,GK,37,,"3,060",0.0,0.0,43.1
Óscar Mingueza,Celta Vigo,2024-2025,"MF,DF",25,,"2,729",4.0,6.0,53.7
Marcos Alonso,Celta Vigo,2024-2025,DF,33,,"2,647",3.0,0.0,43.1
Fran Beltrán,Celta Vigo,2024-2025,MF,25,,"2,421",2.0,1.0,47.2
Javi Rodríguez,Celta Vigo,2024-2025,DF,21,,"2,514",3.0,2.0,49.2
Carl Starfelt,Celta Vigo,2024-2025,DF,29,,"2,270",1.0,0.0,44.1
Borja Iglesias,Celta Vigo,2024-2025,FW,31,,"1,952",11.0,3.0,66.6
Ilaix Moriba,Celta Vigo,2024-2025,MF,21,,"2,132",1.0,1.0,43.3
Iago Aspas,Celta Vigo,2024-2025,"FW,MF",36,,"1,745",10.0,5.0,60.7
Sergio Carreira,Celta Vigo,2024-2025,MF,23,,"1,656",0.0,4.0,46.1
Hugo Álvarez,Celta Vigo,2024-2025,MF,21,,"1,572",4.0,3.0,52.1
Pablo Durán,Celta Vigo,2024-2025,"FW,MF",23,,"1,394",4.0,4.0,53.5
Williot Swedberg,Celta Vigo,2024-2025,"FW,MF",20,,"1,348",4.0,5.0,54.7
Hugo Sotelo,Celta Vigo,2024-2025,MF,20,,"1,254",0.0,0.0,42.2
Alfon,Celta Vigo,2024-2025,"FW,MF",25,,"1,371",5.0,2.0,53.5
Carlos Dominguez,Celta Vigo,2024-2025,DF,23,,"1,181",0.0,0.0,42.9
Damián Rodríguez,Celta Vigo,2024-2025,MF,21,,927,0.0,0.0,43.1
Jonathan Bamba,Celta Vigo,2024-2025,"MF,FW",28,,811,0.0,1.0,43.1
Fer López,Celta Vigo,2024-2025,"FW,MF",20,,671,2.0,0.0,43.1
Yoel Lago,Celta Vigo,2024-2025,DF,20,,583,0.0,1.0,43.1
Javier Manquillo,Celta Vigo,2024-2025,DF,30,,515,0.0,0.0,43.1
Anastasios Douvikas,Celta Vigo,2024-2025,FW,24,,700,3.0,1.0,43.1
Jailson Siqueira,Celta Vigo,2024-2025,DF,28,,614,0.0,0.0,43.1
Mihailo Ristić,Celta Vigo,2024-2025,"MF,DF",28,,429,0.0,1.0,43.1
Iván Villar,Celta Vigo,2024-2025,GK,27,,360,0.0,0.0,43.1
Iker Losada,Celta Vigo,2024-2025,"MF,FW",22,,358,1.0,0.0,43.1
Franco Cervi,Celta Vigo,2024-2025,"MF,FW",30,,273,0.0,0.0,43.1
Luca de la Torre,Celta Vigo,2024-2025,MF,26,,4,0.0,0.0,43.1
Joseph Aidoo,Celta Vigo,2024-2025,DF,28,,2,0.0,0.0,43.1
Tadeo Allende,Celta Vigo,2024-2025,MF,25,,2,0.0,0.0,43.0
Jones El-Abdellaoui,Celta Vigo,2024-2025,FW,18,,,,,43.1
Martín Conde,Celta Vigo,2024-2025,DF,21,,,,,43.1
César Fernández,Celta Vigo,2024-2025,GK,20,,,,,43.1
Miguel Román,Celta Vigo,2024-2025,MF,21,,,,,43.1
Marc Vidal,Celta Vigo,2024-2025,GK,24,,,,,43.1
Joan García,RCD Espanyol,2024-2025,GK,23,,"3,420",0.0,0.0,42.7
Omar El Hilali,RCD Espanyol,2024-2025,DF,20,,"3,153",0.0,2.0,42.5
Javi Puado,RCD Espanyol,2024-2025,"MF,FW",26,,"2,974",12.0,4.0,64.3
Marash Kumbulla,RCD Espanyol,2024-2025,DF,24,,"2,972",3.0,0.0,47.2
Leandro Cabrera,RCD Espanyol,2024-2025,DF,33,,"2,869",4.0,2.0,51.0
Alex Král,RCD Espanyol,2024-2025,MF,26,,"2,714",0.0,1.0,43.7
Carlos Romero,RCD Espanyol,2024-2025,"DF,MF",22,,"2,554",2.0,1.0,46.5
Pol Lozano,RCD Espanyol,2024-2025,MF,24,,"1,943",0.0,1.0,41.6
Jofre,RCD Espanyol,2024-2025,MF,23,,"2,165",3.0,3.0,50.4
Roberto Férnandez,RCD Espanyol,2024-2025,FW,22,,"1,497",6.0,0.0,54.7
Urko González,RCD Espanyol,2024-2025,MF,23,,"1,374",0.0,2.0,44.3
Álvaro Tejero,RCD Espanyol,2024-2025,"MF,DF",28,,"1,238",1.0,4.0,47.8
Antoniu,RCD Espanyol,2024-2025,MF,21,,"1,022",0.0,1.0,43.3
Edu Expósito,RCD Espanyol,2024-2025,MF,27,,"1,045",0.0,2.0,44.1
Brian Oliván,RCD Espanyol,2024-2025,DF,30,,"1,017",0.0,1.0,43.5
Alejo Véliz,RCD Espanyol,2024-2025,FW,20,,"1,127",1.0,0.0,44.5
José Gragera,RCD Espanyol,2024-2025,MF,23,,569,0.0,0.0,43.1
Fernando Calero,RCD Espanyol,2024-2025,DF,28,,715,1.0,0.0,43.1
Sergi Gómez,RCD Espanyol,2024-2025,DF,32,,664,0.0,0.0,43.1
Walid Cheddira,RCD Espanyol,2024-2025,FW,26,,640,1.0,1.0,43.1
Irvin Cardona,RCD Espanyol,2024-2025,"FW,MF",26,,606,1.0,1.0,43.1
Álvaro Aguado,RCD Espanyol,2024-2025,MF,28,,443,0.0,1.0,43.1
Justin Smith,RCD Espanyol,2024-2025,MF,21,,209,0.0,0.0,43.1
Rafael Bauza,RCD Espanyol,2024-2025,MF,19,,183,0.0,0.0,43.1
Pere Milla,RCD Espanyol,2024-2025,MF,31,,456,3.0,0.0,43.1
Naci Ünüvar,RCD Espanyol,2024-2025,"FW,MF",21,,31,0.0,0.0,43.1
Roger Hinojo,RCD Espanyol,2024-2025,DF,19,,9,0.0,0.0,43.1
Alex Almansa,RCD Espanyol,2024-2025,FW,20,,,,,43.1
Català,RCD Espanyol,2024-2025,DF,19,,,,,43.1
Fortuño,RCD Espanyol,2024-2025,GK,22,,,,,43.1
José López,RCD Espanyol,2024-2025,DF,18,,,,,43.1
Fernando Pacheco,RCD Espanyol,2024-2025,GK,32,,,,,43.1
Pablo Ramon,RCD Espanyol,2024-2025,DF,23,,,,,43.1
Omar Sadik,RCD Espanyol,2024-2025,FW,20,,,,,43.1
Salvi,RCD Espanyol,2024-2025,MF,33,,,,,43.1
Llorenç Serred,RCD Espanyol,2024-2025,GK,18,,,,,43.1
Pol Tristán,RCD Espanyol,2024-2025,GK,22,,,,,43.1
David Soria,Getafe CF,2024-2025,GK,31,,"3,420",0.0,0.0,42.7
Omar Alderete,Getafe CF,2024-2025,DF,27,,"2,971",1.0,0.0,43.5
Iglesias,Getafe CF,2024-2025,"DF,MF",26,,"2,888",0.0,1.0,43.1
Luis Milla,Getafe CF,2024-2025,MF,29,,"2,875",1.0,4.0,46.3
Diego Rico,Getafe CF,2024-2025,DF,31,,"2,819",0.0,3.0,42.9
Mauro Arambarri,Getafe CF,2024-2025,MF,28,,"2,661",10.0,0.0,58.4
Djené,Getafe CF,2024-2025,"DF,MF",32,,"2,548",0.0,0.0,40.4
Christantus Uche,Getafe CF,2024-2025,"FW,MF",21,,"2,486",4.0,6.0,52.5
Domingos Duarte,Getafe CF,2024-2025,DF,29,,"1,859",1.0,0.0,42.7
Carles Pérez,Getafe CF,2024-2025,MF,26,,"1,431",3.0,0.0,48.6
Ramón Terrats,Getafe CF,2024-2025,"MF,FW",23,,"1,219",4.0,1.0,51.5
Bertuğ Yıldırım,Getafe CF,2024-2025,FW,22,,"1,083",1.0,0.0,43.7
Alex Sola,Getafe CF,2024-2025,MF,25,,"1,029",0.0,1.0,43.1
Coba da Costa,Getafe CF,2024-2025,MF,22,,"1,006",1.0,1.0,45.1
Juan Berrocal,Getafe CF,2024-2025,DF,25,,"1,063",0.0,0.0,40.8
Allan Nyom,Getafe CF,2024-2025,"MF,DF",36,,887,1.0,2.0,43.1
Juan Bernat,Getafe CF,2024-2025,MF,31,,699,0.0,1.0,43.1
Juanmi,Getafe CF,2024-2025,FW,31,,696,0.0,0.0,43.1
Borja Mayoral,Getafe CF,2024-2025,FW,27,,"1,114",5.0,1.0,52.9
Álvaro Rodríguez,Getafe CF,2024-2025,FW,20,,852,2.0,0.0,43.1
Carles Aleñá,Getafe CF,2024-2025,MF,26,,452,0.0,0.0,43.1
Yellu Santiago,Getafe CF,2024-2025,MF,20,,372,0.0,0.0,43.1
Nabil Aberdin,Getafe CF,2024-2025,MF,21,,263,0.0,0.0,43.1
Peter González,Getafe CF,2024-2025,MF,22,,477,0.0,0.0,43.1
Abdoulaye Keita,Getafe CF,2024-2025,MF,21,,95,0.0,0.0,43.1
Ismael Bekhoucha,Getafe CF,2024-2025,DF,19,,69,0.0,0.0,43.1
Alberto Risco,Getafe CF,2024-2025,MF,18,,69,0.0,0.0,43.1
John Joe,Getafe CF,2024-2025,MF,20,,48,0.0,0.0,43.1
Gorka Rivera Alonso,Getafe CF,2024-2025,DF,19,,20,0.0,0.0,43.1
David Argüelles,Getafe CF,2024-2025,DF,22,,7,0.0,0.0,43.1
Jorge Benito,Getafe CF,2024-2025,GK,18,,,,,43.1
Guillem Cortiñas,Getafe CF,2024-2025,DF,21,,,,,43.1
Martin Cuellar,Getafe CF,2024-2025,,17,,,,,43.1
Diego Ferrer,Getafe CF,2024-2025,GK,17,,,,,43.1
Jiří Letáček,Getafe CF,2024-2025,GK,25,,,,,43.1
Luca Lohr,Getafe CF,2024-2025,DF,21,,,,,43.1
Djordjije Medenica,Getafe CF,2024-2025,GK,17,,,,,43.1
Paulo Gazzaniga,Girona FC,2024-2025,GK,32,,"3,195",0.0,0.0,42.3
Daley Blind,Girona FC,2024-2025,DF,34,,"2,780",0.0,2.0,44.3
Arnau Martinez,Girona FC,2024-2025,"DF,MF",21,,"2,624",2.0,2.0,48.0
Miguel Gutiérrez,Girona FC,2024-2025,"DF,MF",23,,"2,458",1.0,5.0,48.2
Ladislav Krejčí,Girona FC,2024-2025,DF,25,,"2,440",2.0,0.0,45.3
David López,Girona FC,2024-2025,DF,34,,"2,429",1.0,1.0,45.1
Yangel Herrera,Girona FC,2024-2025,MF,26,,"2,257",4.0,3.0,50.6
Iván Martín,Girona FC,2024-2025,MF,25,,"2,039",1.0,1.0,45.7
Viktor Tsyhankov,Girona FC,2024-2025,"MF,FW",26,,"1,913",2.0,5.0,50.8
Bryan Gil,Girona FC,2024-2025,"MF,FW",23,,"1,721",3.0,3.0,50.6
Oriol Romeu,Girona FC,2024-2025,MF,32,,"1,356",0.0,0.0,42.2
Abel Ruiz,Girona FC,2024-2025,FW,24,,"1,346",4.0,0.0,49.6
Donny van de Beek,Girona FC,2024-2025,MF,27,,"1,421",2.0,2.0,47.6
Yaser Asprilla,Girona FC,2024-2025,"MF,FW",20,,"1,405",3.0,1.0,49.4
Arnaut Danjuma,Girona FC,2024-2025,"MF,FW",27,,"1,335",2.0,0.0,46.7
Alejandro Francés,Girona FC,2024-2025,DF,21,,"1,173",0.0,0.0,42.7
Bojan Miovski,Girona FC,2024-2025,FW,25,,869,2.0,1.0,43.1
Arthur Melo,Girona FC,2024-2025,MF,27,,941,0.0,0.0,43.1
Juanpe,Girona FC,2024-2025,DF,33,,727,0.0,0.0,43.1
Cristhian Stuani,Girona FC,2024-2025,FW,37,,"1,078",11.0,2.0,63.1
Portu,Girona FC,2024-2025,"FW,MF",32,,779,1.0,2.0,43.1
Jhon Solis,Girona FC,2024-2025,MF,19,,535,1.0,0.0,43.1
Vladyslav Krapyvtsov,Girona FC,2024-2025,GK,19,,180,0.0,0.0,43.1
Silvi Clúa,Girona FC,2024-2025,MF,19,,163,0.0,0.0,43.1
Gabriel Osei Misehouy,Girona FC,2024-2025,FW,19,,257,1.0,0.0,43.1
Iker Almena,Girona FC,2024-2025,MF,20,,48,0.0,1.0,43.1
Papa Ba,Girona FC,2024-2025,FW,19,,48,0.0,0.0,43.1
Pau López,Girona FC,2024-2025,GK,29,,45,0.0,0.0,43.1
Kim Minsu,Girona FC,2024-2025,FW,18,,22,0.0,0.0,43.1
Ferrán Ruiz,Girona FC,2024-2025,DF,21,,18,0.0,0.0,43.1
Juan Carlos,Girona FC,2024-2025,GK,36,,,0.0,0.0,42.3
Aleksandar Andreev,Girona FC,2024-2025,GK,18,,,,,43.1
Ricard Artero,Girona FC,2024-2025,MF,21,,,,,43.1
Dawda Camara,Girona FC,2024-2025,FW,21,,,,,43.1
Enric García,Girona FC,2024-2025,MF,18,,,,,43.1
Jastin García,Girona FC,2024-2025,FW,20,,,,,43.1
Lucas García,Girona FC,2024-2025,GK,20,,,,,43.1
Raúl Martínez,Girona FC,2024-2025,MF,22,,,,,43.1
Joel Roca,Girona FC,2024-2025,FW,19,,,,,43.1
Toni Villa,Girona FC,2024-2025,MF,29,,,,,43.1
Antal Yaakobishvili,Girona FC,2024-2025,DF,20,,,,,43.1
Alberto Moleiro,UD Las Palmas,2024-2025,MF,20.0,35.0,"2,714",6.0,1.0,54.7
Álex Suárez,UD Las Palmas,2024-2025,DF,31.0,30.0,"2,460",0.0,0.0,40.8
Javier Muñoz,UD Las Palmas,2024-2025,"MF,DF",29.0,35.0,"2,588",1.0,3.0,46.5
Scott McKenna,UD Las Palmas,2024-2025,DF,27.0,29.0,"2,466",0.0,0.0,41.4
Mika Mármol,UD Las Palmas,2024-2025,DF,23.0,30.0,"2,399",0.0,1.0,42.9
Jasper Cillessen,UD Las Palmas,2024-2025,GK,35.0,27.0,"2,335",0.0,0.0,42.9
Sandro Ramírez,UD Las Palmas,2024-2025,"MF,FW",29.0,31.0,"2,034",9.0,3.0,61.1
Dario Essugo,UD Las Palmas,2024-2025,MF,19.0,27.0,"1,938",1.0,0.0,41.4
Viti,UD Las Palmas,2024-2025,DF,26.0,29.0,"1,982",0.0,2.0,43.7
Fábio Silva,UD Las Palmas,2024-2025,FW,22.0,24.0,"1,866",10.0,3.0,62.1
Kirian Rodríguez,UD Las Palmas,2024-2025,MF,28.0,21.0,"1,758",0.0,3.0,45.1
Oliver McBurnie,UD Las Palmas,2024-2025,FW,28.0,34.0,"1,837",3.0,6.0,53.1
Álex Muñoz,UD Las Palmas,2024-2025,DF,30.0,21.0,"1,415",3.0,0.0,48.4
Juanma Herzog,UD Las Palmas,2024-2025,DF,20.0,19.0,"1,315",0.0,0.0,42.9
José Campaña,UD Las Palmas,2024-2025,MF,31.0,25.0,"1,189",0.0,3.0,44.5
Stefan Bajcetic,UD Las Palmas,2024-2025,"MF,DF",19.0,14.0,969,1.0,0.0,43.1
Dinko Horkaš,UD Las Palmas,2024-2025,GK,25.0,13.0,"1,085",0.0,0.0,42.9
Marvin,UD Las Palmas,2024-2025,"DF,MF",24.0,23.0,"1,038",0.0,0.0,42.3
Manuel Fuster,UD Las Palmas,2024-2025,"MF,FW",26.0,28.0,"1,003",2.0,1.0,47.4
Enzo Loiodice,UD Las Palmas,2024-2025,MF,23.0,17.0,684,0.0,0.0,43.1
Adnan Januzaj,UD Las Palmas,2024-2025,"MF,FW",29.0,18.0,598,2.0,1.0,43.1
Jaime Mata,UD Las Palmas,2024-2025,"MF,FW",35.0,30.0,656,0.0,0.0,43.1
Benito Ramírez,UD Las Palmas,2024-2025,"MF,DF",29.0,19.0,478,0.0,0.0,43.1
Andy Pelmard,UD Las Palmas,2024-2025,DF,24.0,4.0,205,0.0,0.0,43.1
Sergio Viera,UD Las Palmas,2024-2025,MF,19.0,2.0,96,0.0,0.0,43.1
Daley Sinkgraven,UD Las Palmas,2024-2025,DF,29.0,2.0,91,0.0,0.0,43.1
Marc Cardona,UD Las Palmas,2024-2025,FW,29.0,11.0,132,0.0,0.0,43.1
Fabio González,UD Las Palmas,2024-2025,MF,27.0,2.0,53,0.0,0.0,43.1
Diego Martín,UD Las Palmas,2024-2025,FW,20.0,2.0,40,0.0,0.0,43.1
Arturo Rodríguez,UD Las Palmas,2024-2025,FW,17.0,1.0,21,0.0,0.0,43.1
Pejiño,UD Las Palmas,2024-2025,MF,28.0,1.0,16,0.0,0.0,43.1
José Carlos González,UD Las Palmas,2024-2025,MF,18.0,1.0,11,0.0,0.0,43.1
Valentín Pezzolesi,UD Las Palmas,2024-2025,DF,17.0,1.0,6,0.0,0.0,43.1
Aboubacar Bassinga,UD Las Palmas,2024-2025,MF,19.0,1.0,4,0.0,0.0,43.1
Iván Gil,UD Las Palmas,2024-2025,MF,24.0,0.0,,,,43.1
Álvaro Killane,UD Las Palmas,2024-2025,GK,19.0,0.0,,,,43.1
Israel Mora,UD Las Palmas,2024-2025,,,0.0,,,,43.1
Víctor Puig,UD Las Palmas,2024-2025,GK,24.0,0.0,,,,43.1
Elías Romero,UD Las Palmas,2024-2025,FW,20.0,0.0,,,,43.1
Sergio Ruiz,UD Las Palmas,2024-2025,FW,18.0,0.0,,,,43.1
Sergi,CD Leganes,2024-2025,DF,32,36.0,"2,957",2.0,0.0,45.9
Marko Dmitrović,CD Leganes,2024-2025,GK,32,32.0,"2,880",0.0,0.0,43.1
Seydouba Cissé,CD Leganes,2024-2025,MF,23,34.0,"2,435",3.0,1.0,48.4
Valentin Rosier,CD Leganes,2024-2025,DF,27,32.0,"2,595",1.0,2.0,45.1
Renato Tapia,CD Leganes,2024-2025,"MF,DF",29,34.0,"2,424",1.0,0.0,43.5
Javi Hernández,CD Leganes,2024-2025,DF,26,31.0,"2,389",2.0,1.0,46.7
Yvan Neyou,CD Leganes,2024-2025,MF,27,30.0,"2,312",1.0,1.0,43.1
Juan Cruz,CD Leganes,2024-2025,"MF,DF",24,34.0,"2,257",5.0,4.0,55.7
Matija Nastasić,CD Leganes,2024-2025,DF,31,26.0,"2,110",1.0,0.0,44.5
Dani Raba,CD Leganes,2024-2025,"MF,FW",28,29.0,"1,879",8.0,6.0,59.2
Jorge Sáenz,CD Leganes,2024-2025,DF,27,23.0,"1,690",1.0,0.0,43.5
Adrià Altimira,CD Leganes,2024-2025,"DF,MF",23,22.0,"1,630",0.0,0.0,42.0
Miguel,CD Leganes,2024-2025,FW,24,34.0,"1,724",1.0,3.0,46.1
Darko Brašanac,CD Leganes,2024-2025,MF,32,30.0,"1,617",1.0,2.0,45.9
Diego,CD Leganes,2024-2025,"FW,MF",24,28.0,"1,195",3.0,0.0,48.6
Óscar Rodríguez Arnaiz,CD Leganes,2024-2025,MF,26,29.0,"1,330",1.0,4.0,46.3
Munir El Haddadi,CD Leganes,2024-2025,"MF,FW",28,25.0,862,4.0,0.0,43.1
Enric Franquesa,CD Leganes,2024-2025,"MF,DF",27,12.0,616,1.0,0.0,43.1
Yan Diomandé,CD Leganes,2024-2025,MF,17,10.0,545,2.0,1.0,43.1
Juan Soriano,CD Leganes,2024-2025,GK,26,6.0,540,0.0,0.0,43.1
Sébastien Haller,CD Leganes,2024-2025,FW,30,8.0,404,0.0,0.0,43.1
Roberto López,CD Leganes,2024-2025,MF,24,13.0,396,0.0,1.0,43.1
Julián Chicco,CD Leganes,2024-2025,"MF,DF",26,14.0,302,0.0,1.0,43.1
Aritz Arambarri,CD Leganes,2024-2025,DF,26,2.0,177,0.0,0.0,43.1
Duk,CD Leganes,2024-2025,MF,24,10.0,179,0.0,0.0,43.1
Borna Barišić,CD Leganes,2024-2025,DF,31,1.0,9,0.0,0.0,43.1
Álvaro Abajas,CD Leganes,2024-2025,GK,21,0.0,,,,43.1
Lalo Aguilar,CD Leganes,2024-2025,DF,22,0.0,,,,43.1
Iker Bachiller,CD Leganes,2024-2025,DF,21,0.0,,,,43.1
Naim García,CD Leganes,2024-2025,MF,22,0.0,,,,43.1
Álex Gil,CD Leganes,2024-2025,MF,21,0.0,,,,43.1
Carlos Guirao,CD Leganes,2024-2025,MF,21,0.0,,,,43.1
Jackson Porozo,CD Leganes,2024-2025,DF,23,0.0,,,,43.1
Guillermo Ruiz,CD Leganes,2024-2025,GK,20,0.0,,,,43.1
Hugo Solozabal,CD Leganes,2024-2025,MF,21,0.0,,,,43.1
João Urbáez,CD Leganes,2024-2025,DF,22,0.0,,,,43.1
Antonio Raillo,RCD Mallorca,2024-2025,DF,32,36.0,"3,207",2.0,0.0,44.9
Sergi Darder,RCD Mallorca,2024-2025,MF,30,38.0,"2,744",2.0,6.0,51.0
Dominik Greif,RCD Mallorca,2024-2025,GK,27,31.0,"2,790",0.0,0.0,42.9
Martin Valjent,RCD Mallorca,2024-2025,DF,28,31.0,"2,763",3.0,0.0,48.2
Samu Costa,RCD Mallorca,2024-2025,MF,23,32.0,"2,649",0.0,2.0,42.0
Johan Mojica,RCD Mallorca,2024-2025,DF,31,36.0,"2,755",1.0,2.0,45.7
Pablo Maffeo,RCD Mallorca,2024-2025,DF,27,30.0,"2,368",0.0,2.0,43.3
Dani Rodríguez,RCD Mallorca,2024-2025,"MF,FW",36,37.0,"2,162",4.0,7.0,55.5
Vedat Muriqi,RCD Mallorca,2024-2025,FW,30,29.0,"2,058",7.0,2.0,55.1
Omar Mascarell,RCD Mallorca,2024-2025,MF,31,32.0,"1,992",1.0,0.0,43.3
Cyle Larin,RCD Mallorca,2024-2025,FW,29,32.0,"1,764",7.0,2.0,56.8
Copete,RCD Mallorca,2024-2025,DF,24,25.0,"1,528",0.0,0.0,42.0
Manu Morlanes,RCD Mallorca,2024-2025,MF,25,23.0,"1,338",0.0,0.0,41.8
Roberto Navarro,RCD Mallorca,2024-2025,MF,22,23.0,"1,278",1.0,0.0,44.5
Takuma Asano,RCD Mallorca,2024-2025,"MF,FW",29,21.0,"1,054",2.0,1.0,47.8
Antonio Sánchez,RCD Mallorca,2024-2025,"MF,DF",27,33.0,"1,395",0.0,0.0,42.5
Mateu Morey,RCD Mallorca,2024-2025,DF,24,16.0,741,0.0,0.0,43.1
Leo Román,RCD Mallorca,2024-2025,GK,24,7.0,630,0.0,0.0,43.1
Toni Lato,RCD Mallorca,2024-2025,DF,26,14.0,621,0.0,0.0,43.1
Abdón Prats,RCD Mallorca,2024-2025,"FW,MF",31,24.0,456,2.0,0.0,43.1
Marc Domenech,RCD Mallorca,2024-2025,"FW,MF",18,10.0,303,0.0,0.0,43.1
David López,RCD Mallorca,2024-2025,DF,21,2.0,169,0.0,0.0,43.1
Valery Fernández,RCD Mallorca,2024-2025,MF,24,18.0,309,2.0,0.0,43.1
Chiquinho,RCD Mallorca,2024-2025,MF,24,8.0,146,0.0,0.0,43.1
Siebe Van Der Heyden,RCD Mallorca,2024-2025,DF,26,2.0,97,0.0,0.0,43.1
Javier Llabrés,RCD Mallorca,2024-2025,MF,21,1.0,57,0.0,0.0,43.1
Jan Salas,RCD Mallorca,2024-2025,MF,18,4.0,43,0.0,0.0,43.1
Daniel Luna,RCD Mallorca,2024-2025,MF,21,2.0,20,0.0,0.0,43.1
Iván Cuéllar,RCD Mallorca,2024-2025,GK,40,0.0,,,,43.1
Pere Joan,RCD Mallorca,2024-2025,GK,22,0.0,,,,43.1
Sebastian Wade,RCD Mallorca,2024-2025,DF,21,0.0,,,,43.1
Sergio Herrera,CA Osasuna,2024-2025,GK,31,37.0,"3,330",0.0,0.0,42.2
Jesús Areso,CA Osasuna,2024-2025,DF,25,36.0,"3,079",0.0,3.0,43.7
Catena,CA Osasuna,2024-2025,DF,29,35.0,"3,074",1.0,3.0,45.3
Aimar Oroz,CA Osasuna,2024-2025,MF,22,37.0,"2,966",5.0,4.0,53.7
Lucas Torró,CA Osasuna,2024-2025,MF,30,35.0,"2,957",3.0,0.0,47.0
Ante Budimir,CA Osasuna,2024-2025,FW,33,38.0,"2,952",21.0,4.0,80.3
Enzo Boyomo,CA Osasuna,2024-2025,DF,22,34.0,"2,987",2.0,0.0,46.1
Rubén García,CA Osasuna,2024-2025,"FW,MF",31,36.0,"2,413",5.0,5.0,56.4
Jon Moncayola,CA Osasuna,2024-2025,MF,26,32.0,"2,099",0.0,0.0,41.6
Bryan Zaragoza,CA Osasuna,2024-2025,"MF,FW",22,27.0,"1,836",1.0,6.0,49.0
Abel Bretones,CA Osasuna,2024-2025,"DF,MF",23,35.0,"2,074",2.0,0.0,46.5
Juan Cruz Armada,CA Osasuna,2024-2025,DF,32,25.0,"1,492",0.0,0.0,42.3
Jorge Herrando,CA Osasuna,2024-2025,DF,23,18.0,"1,366",1.0,0.0,44.5
Pablo Ibáñez,CA Osasuna,2024-2025,MF,25,28.0,"1,294",1.0,1.0,45.1
Rubén Peña,CA Osasuna,2024-2025,"FW,DF",33,25.0,775,0.0,0.0,43.1
Moi Gómez,CA Osasuna,2024-2025,"MF,FW",30,26.0,796,0.0,0.0,43.1
Raúl,CA Osasuna,2024-2025,FW,23,32.0,750,4.0,0.0,43.1
Iker Muñoz,CA Osasuna,2024-2025,MF,21,23.0,610,0.0,1.0,43.1
Kike Barja,CA Osasuna,2024-2025,"FW,MF",27,15.0,315,0.0,1.0,43.1
